Company,Location HQ,Industry,# Laid Off,Date,Source,$ Raised (mm),Stage,Date Added,Country,%,List of Employees Laid Off
BigCommerce,Austin,Retail,180,2022-12-15T00:00:00.000Z,https://www.marketwatch.com/story/bigcommerce-to-lay-off-13-of-workforce-271671103074,224,Post-IPO,2022-12-15T16:20:44.000Z,United States,0.13,https://docs.google.com/spreadsheets/d/1S_kNxDpqK9MJAZjOnlXTkHhfFDYcSrnMnmfIP9WyNnI/edit#gid=0
Freshworks,SF Bay Area,Support,90,2022-12-15T00:00:00.000Z,https://inc42.com/buzz/facing-macroeconomic-headwinds-freshworks-trims-nearly-2-workforce/,484,Post-IPO,2022-12-15T16:21:46.000Z,United States,0.02,
LeafLink,New York City,Other,80,2022-12-15T00:00:00.000Z,https://mjbizdaily.com/cannabis-wholesale-platform-leaflink-lays-off-80-workers/,379,Series C,2023-02-01T05:19:55.000Z,United States,0.31,
Workmotion,"Berlin,Non-U.S.",HR,60,2022-12-15T00:00:00.000Z,https://www.startbase.com/news/workmotion-entlaesst-20-prozent-seiner-belegschaft/,76,Series B,2023-01-04T16:11:09.000Z,United States,0.2,
Apollo,SF Bay Area,Product,,2022-12-15T00:00:00.000Z,https://www.apollographql.com/blog/announcement/ceo-geoff-schmidts-message-to-apollo-employees/,183,Series D,2022-12-15T22:45:15.000Z,United States,0.15,
JD.ID,"Jakarta,Non-U.S.",Retail,200,2022-12-14T00:00:00.000Z,https://jakartaglobe.id/business/jdid-layoffs-reflect-struggles-in-indonesian-startup-industry,5100,Post-IPO,2022-12-15T02:19:38.000Z,Indonesia,0.3,
GoStudent,"Vienna,Non-U.S.",Education,100,2022-12-14T00:00:00.000Z,https://www.businessinsider.com/gostudent-3-billion-edtech-startup-begins-fresh-round-of-layoffs-2022-12,686,Series D,2022-12-15T02:11:42.000Z,Austria,,
Quanergy Systems,SF Bay Area,Transportation,72,2022-12-14T00:00:00.000Z,https://www.bizjournals.com/sanjose/news/2022/12/14/quanergy-to-cut-72-jobs-in-sunnyvale.html,175,Post-IPO,2022-12-15T22:44:33.000Z,United States,,
Headspace,Los Angeles,Healthcare,50,2022-12-14T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-12-14/meditation-app-headspace-cuts-50-workers-or-4-of-staff,215,Unknown,2022-12-15T16:16:00.000Z,United States,0.04,
ChowNow,Los Angeles,Food,40,2022-12-14T00:00:00.000Z,https://www.restaurantbusinessonline.com/amp/technology/chownow-cuts-more-jobs-delivery-demand-levels-out,64,Series C,2022-12-15T02:10:04.000Z,United States,0.1,
Landing,Birmingham,Real Estate,,2022-12-14T00:00:00.000Z,https://www.al.com/business/2022/12/birmingham-tech-firm-landing-has-second-round-of-layoffs.html,347,Series C,2022-12-15T02:10:48.000Z,United States,,
Thumbtack,SF Bay Area,Consumer,160,2022-12-13T00:00:00.000Z,Internal memo,698,Series I,2022-12-13T20:12:50.000Z,United States,0.14,
Edgio,Phoenix,Infrastructure,95,2022-12-13T00:00:00.000Z,https://www.marketscreener.com/amp/quote/stock/EDGIO-INC-52799/news/EDGIO-INC-Costs-Associated-with-Exit-or-Disposal-Activities-Change-in-Directors-or-Principal-Of-42549605/,462,Post-IPO,2022-12-15T02:14:17.000Z,United States,0.1,
Komodo Health,SF Bay Area,Healthcare,78,2022-12-13T00:00:00.000Z,https://techcrunch.com/2022/12/13/komodo-health-once-tipped-for-a-looming-ipo-has-cut-staff-as-cfo-departs/,514,Series E,2022-12-13T20:11:49.000Z,United States,0.09,
Viant,Los Angeles,Marketing,46,2022-12-13T00:00:00.000Z,https://www.businessinsider.com/viant-lay-off-13-percent-of-workforce-2022-12,,Post-IPO,2022-12-21T19:35:29.000Z,United States,0.13,
TaxBit,Salt Lake City,Crypto,,2022-12-13T00:00:00.000Z,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,235,Series B,2022-12-18T04:07:43.000Z,United States,,
Pluralsight,Salt Lake City,Education,400,2022-12-12T00:00:00.000Z,https://www.pluralsight.com/newsroom/press-releases/ceo-aaron-skonnard-email-to-pluralsight,192,Acquired,2022-12-12T22:08:18.000Z,United States,0.2,https://docs.google.com/spreadsheets/d/1l10lFdaYxDWpmJorxd5cml_bBQ0qMhqngZvKEJP5m2o/edit#gid=0
Freshly,Phoenix,Food,329,2022-12-12T00:00:00.000Z,https://mouthbysouthwest.com/2022/12/12/phoenix-born-freshly-is-laying-off-329-local-workers-in-strategy-shift/,107,Acquired,2022-12-14T17:57:42.000Z,United States,,
Balto,St. Louis,Sales,35,2022-12-12T00:00:00.000Z,https://www.bizjournals.com/stlouis/inno/stories/news/2022/12/12/balto-software-layoffs.html,51,Series B,2022-12-13T20:08:07.000Z,United States,,
Caribou,Washington D.C.,Finance,,2022-12-12T00:00:00.000Z,https://coverager.com/layoffs-at-caribou/,189,Series C,2023-01-12T15:38:30.000Z,United States,,
Outschool,SF Bay Area,Education,43,2022-12-10T00:00:00.000Z,https://techcrunch.com/2022/12/10/some-of-edtech-boldest-are-struggling/,240,Series D,2022-12-13T20:07:23.000Z,United States,0.25,
Xentral,"Munich,Non-U.S.",Product,20,2022-12-10T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/business/xentral-entlassungen/,94,Series B,2022-12-13T20:02:56.000Z,Germany,0.1,
Autobooks,Detroit,Finance,,2022-12-10T00:00:00.000Z,https://www.crainsdetroit.com/technology/fintech-startup-autobooks-lays-workers,97,Series C,2022-12-11T03:36:27.000Z,United States,,
Convene,New York City,Real Estate,,2022-12-10T00:00:00.000Z,https://www.linkedin.com/posts/ryan-simonetti-5873887_like-many-companies-weve-had-to-reassess-activity-7007097001259507712-ZpTF/,281,Unknown,2022-12-13T20:05:53.000Z,United States,,
PharmEasy,"Mumbai,Non-U.S.",Healthcare,,2022-12-10T00:00:00.000Z,https://inc42.com/buzz/pharmeasy-lays-off-more-employees-amid-funding-crunch/,1600,Unknown,2022-12-11T06:25:36.000Z,India,,
Playtika,"Tel Aviv,Non-U.S.",Consumer,600,2022-12-09T00:00:00.000Z,https://en.globes.co.il/en/article-playtika-to-lay-off-600-1001432312,,Post-IPO,2022-12-11T06:01:30.000Z,Israel,0.15,
Share Now,"Berlin,Non-U.S.",Transportation,150,2022-12-09T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/automotive-mobility/carsharing-sharenow-entlassungen-a/,,Acquired,2022-12-13T20:05:00.000Z,Germany,0.36,
Alice,"Sao Paulo,Non-U.S.",Healthcare,113,2022-12-09T00:00:00.000Z,https://startups.com.br/demissoes/alice-faz-nova-onda-de-demissoes-e-dispensa-113-pessoas/,174,Series C,2022-12-11T03:31:04.000Z,Brazil,0.16,
Primer,"London,Non-U.S.",Finance,85,2022-12-09T00:00:00.000Z,https://techcrunch.com/2022/12/09/primer-the-uk-e-commerce-tech-startup-has-laid-off-one-third-of-its-staff/,73,Series B,2022-12-09T16:37:23.000Z,United Kingdom,0.33,
OneFootball,"Berlin,Non-U.S.",Marketing,62,2022-12-09T00:00:00.000Z,https://company.onefootball.com/news/an-update-from-onefootball-founder-and-ceo-lucas-von-cranach/,442,Series D,2022-12-21T00:43:02.000Z,Germany,0.115,
C2FO,Kansas City,Finance,20,2022-12-09T00:00:00.000Z,https://www.bizjournals.com/kansascity/news/2022/12/09/c2fo-layoff-recession-efficiency-profitability.html,537,Series H,2022-12-11T05:58:32.000Z,United States,0.02,
Brodmann17,"Tel Aviv,Non-U.S.",Other,,2022-12-09T00:00:00.000Z,https://techcrunch.com/2022/12/09/computer-vision-technology-startup-brodmann17-has-shut-down/,25,Series A,2022-12-11T06:17:56.000Z,Israel,1,
Digital Surge,"Brisbane,Non-U.S.",Crypto,,2022-12-09T00:00:00.000Z,https://www.9news.com.au/technology/australian-cryptocurrency-exchange-digital-surge-collapses-into-administration/ebbeb40c-6310-4250-b123-600bc6755cc5,,Unknown,2022-12-11T06:09:24.000Z,Australia,1,
N-able Technologies,Raleigh,Other,,2022-12-09T00:00:00.000Z,,225,Post-IPO,2022-12-09T22:12:27.000Z,United States,,
ZenLedger,Seattle,Crypto,,2022-12-09T00:00:00.000Z,https://blockworks.co/news/another-crypto-tax-software-startup-is-laying-off-staffers,25,Series B,2022-12-11T05:56:55.000Z,United States,0.1,
Airtable,SF Bay Area,Product,254,2022-12-08T00:00:00.000Z,https://techcrunch.com/2022/12/08/airtable-layoffs/,1400,Series F,2022-12-08T17:48:07.000Z,United States,0.2,
Swiggy,"Bengaluru,Non-U.S.",Food,250,2022-12-08T00:00:00.000Z,https://inc42.com/buzz/swiggy-fire-250-employees-further-layoffs-store/,3600,Unknown,2022-12-09T05:00:53.000Z,India,0.03,
Glints,"Singapore,Non-U.S.",HR,198,2022-12-08T00:00:00.000Z,https://www.techinasia.com/singaporebased-glints-lays-18-employees,82,Series D,2022-12-09T05:07:33.000Z,Singapore,0.18,
Buser,"Sao Paulo,Non-U.S.",Transportation,160,2022-12-08T00:00:00.000Z,https://startups.com.br/demissoes/buser-demite-30-para-se-adaptar-a-nova-realidade-do-mercado/,138,Series C,2022-12-11T06:00:24.000Z,Brazil,0.3,https://docs.google.com/spreadsheets/d/1KkOxvPis13EC3MSsFtsGgNIBFv-FFEZ1-p2MTL2IDgY/htmlview
BlackLine,Los Angeles,Finance,95,2022-12-08T00:00:00.000Z,https://seekingalpha.com/news/3915452-blackline-to-cut-jobs-by-5-globally-sec-filing,220,Private Equity,2022-12-11T06:15:28.000Z,United States,0.05,
Chrono24,"Karlsruhe,Non-U.S.",Retail,80,2022-12-08T00:00:00.000Z,https://www.tag24.de/chemnitz/lokales/fuer-luxusuhren-haendler-in-chemnitz-rabenstein-laeuft-die-zeit-ab-2684514,205,Series C,2023-01-15T14:12:34.000Z,Germany,,
Otonomo,"Tel Aviv,Non-U.S.",Transportation,80,2022-12-08T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/bjbvjqyoi,231,Post-IPO,2022-12-11T06:07:24.000Z,Israel,0.5,
TechTarget,Boston,Marketing,60,2022-12-08T00:00:00.000Z,https://www.marketwatch.com/story/techtarget-focuses-on-restructuring-plan-cutting-60-positions-271670628385,115,Post-IPO,2022-12-11T06:02:55.000Z,United States,0.05,
Inscripta,Boulder,Healthcare,43,2022-12-08T00:00:00.000Z,https://www.genomeweb.com/business-news/inscripta-lays-dozens-closes-colorado-headquarters-san-diego-office#.Y5JvGOzMK8A,459,Series E,2022-12-09T05:02:33.000Z,United States,,
CyCognito,SF Bay Area,Security,30,2022-12-08T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/h1suse100s,153,Series C,2022-12-09T05:03:17.000Z,United States,0.15,
Armis,SF Bay Area,Security,25,2022-12-08T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/by6mtcjuo,537,Private Equity,2022-12-11T03:35:08.000Z,United States,0.04,
Bakkt,Atlanta,Crypto,,2022-12-08T00:00:00.000Z,https://bakkt.com/newsroom/a-note-from-gavin-michael-to-bakkt-employees-bakkt,932,Post-IPO,2022-12-11T03:37:41.000Z,United States,0.15,
Blue Apron,New York City,Food,,2022-12-08T00:00:00.000Z,https://investors.blueapron.com/press-releases/2022/12-08-2022-140712547,352,Post-IPO,2022-12-08T17:06:37.000Z,United States,0.1,
FireHydrant,New York City,Infrastructure,,2022-12-08T00:00:00.000Z,https://www.linkedin.com/posts/bobby-tables_today-weve-made-major-changes-at-firehydrant-activity-7006723101807763456-dU8s/,32,Series B,2022-12-11T06:13:18.000Z,United States,,
Lenovo,Raleigh,Hardware,,2022-12-08T00:00:00.000Z,https://wraltechwire.com/2022/12/09/blindsided-lenovo-confirms-layoffs-but-denies-report-of-10-cuts/,850,Post-IPO,2022-12-30T15:55:40.000Z,United States,,
Nerdy,St. Louis,Education,,2022-12-08T00:00:00.000Z,https://www.bizjournals.com/stlouis/news/2022/12/08/online-tutoring-firm-nerdy-slashes.html,150,Post-IPO,2022-12-11T06:08:11.000Z,United States,0.17,
Vanta,SF Bay Area,Security,,2022-12-08T00:00:00.000Z,LinkedIn,203,Series B,2022-12-11T03:32:39.000Z,United States,0.14,
Vedantu,"Bengaluru,Non-U.S.",Education,385,2022-12-07T00:00:00.000Z,https://economictimes.indiatimes.com/tech/startups/edtech-firm-vedantu-cuts-385-jobs-in-fourth-round-of-layoffs-this-year/articleshow/96060595.cms,292,Series E,2022-12-07T16:28:02.000Z,India,,
Loft,"Sao Paulo,Non-U.S.",Real Estate,312,2022-12-07T00:00:00.000Z,https://www.bloomberglinea.com/english/brazilian-unicorn-loft-sheds-12-of-staff-in-third-wave-of-layoffs-this-year/,788,Unknown,2022-12-08T06:26:02.000Z,Brazil,0.12,
Plaid,SF Bay Area,Finance,260,2022-12-07T00:00:00.000Z,https://techcrunch.com/2022/12/07/plaid-layoff-fintech/,734,Series D,2022-12-07T16:22:04.000Z,United States,0.2,https://docs.google.com/spreadsheets/d/1Tqw-IuLmMZJMvKkzH9ouq4ulDp0LEC6azKXtjh9ulpU/edit
Motive,SF Bay Area,Transportation,237,2022-12-07T00:00:00.000Z,https://gomotive.com/blog/shoaib-makanis-message-to-employees/,567,Series F,2022-12-08T06:21:12.000Z,United States,0.06,https://docs.google.com/spreadsheets/d/e/2PACX-1vT-99jxJLo_tUHWQboamwf6yvRKUh0HCLWLWbjzbkZOWQcRzituc7D7K7wyATgOazFDtcBLSMPiKNWG/pubhtml
Recur Forever,Miami,Crypto,235,2022-12-07T00:00:00.000Z,https://www.classaction.org/news/recur-forever-laid-off-workers-without-proper-notice-class-action-says,55,Series A,2023-01-20T01:01:53.000Z,United States,,
Relativity,Chicago,Legal,150,2022-12-07T00:00:00.000Z,https://www.chicagobusiness.com/technology/software-firm-relativity-cuts-10-staff,125,Private Equity,2022-12-08T06:22:20.000Z,United States,0.1,
Voi,"Stockholm,Non-U.S.",Transportation,130,2022-12-07T00:00:00.000Z,https://www.breakit.se/artikel/35283/voi-tvingas-drar-ner-igen-vi-ar-mycket-ledsna,515,Series D,2022-12-08T06:24:32.000Z,United States,0.13,
Integral Ad Science,New York City,Marketing,120,2022-12-07T00:00:00.000Z,https://investors.integralads.com/node/7871/html,116,Acquired,2022-12-08T06:23:13.000Z,United States,0.13,
Houzz,SF Bay Area,Consumer,95,2022-12-07T00:00:00.000Z,https://en.globes.co.il/en/article-houzz-lays-off-100-in-us-and-israel-1001433310,613,Series E,2022-12-21T16:16:58.000Z,United States,0.08,
Grover,"Berlin,Non-U.S.",Retail,40,2022-12-07T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/business/entlassungen-bei-berliner-neu-unicorn-grover/?fbclid=IwAR3o2sB8MmcX3_y8HaAeRqIUU2T8YNYokRDZz5Nxkr0BjzhYRs84fR2hrW8,2300,Unknown,2022-12-07T19:18:57.000Z,United States,0.1,
Lev,New York City,Real Estate,30,2022-12-07T00:00:00.000Z,https://therealdeal.com/2022/12/07/cre-finance-platform-lev-lays-off-chunk-of-staff/,114,Series B,2022-12-11T06:19:37.000Z,United States,0.3,
Lithic,New York City,Finance,27,2022-12-07T00:00:00.000Z,https://www.axios.com/pro/fintech-deals/2022/12/07/fintech-lithic-lays-off-27,115,Series C,2022-12-09T00:46:59.000Z,United States,0.18,
CircleCI,SF Bay Area,Product,,2022-12-07T00:00:00.000Z,https://circleci.com/blog/ceo-jim-rose-email-to-circleci-employees/,315,Series F,2022-12-07T21:47:26.000Z,United States,0.17,https://docs.google.com/spreadsheets/d/1A_1uk6qP_a0C2bwKcvV7G-meypWCgW-giK9O2UG8p_k/edit
Sayurbox,"Jakarta,Non-U.S.",Food,,2022-12-07T00:00:00.000Z,https://www.techinasia.com/sayurbox-lays-off-2022,139,Series C,2022-12-09T05:08:34.000Z,Indonesia,0.05,
Zywave,Milwaukee,Finance,,2022-12-07T00:00:00.000Z,https://www.bizjournals.com/milwaukee/news/2022/12/07/zywave-layoffs-growth-slows.html,,Acquired,2022-12-09T05:09:37.000Z,United States,,
Doma,SF Bay Area,Finance,515,2022-12-06T00:00:00.000Z,https://investor.doma.com/node/8161/html,679,Post-IPO,2022-12-07T06:21:36.000Z,United States,0.4,
Intel,SF Bay Area,Hardware,201,2022-12-06T00:00:00.000Z,https://www.crn.com/news/computing/intel-begins-layoffs-in-california-voluntary-unpaid-leave-program,12,Post-IPO,2022-12-30T15:57:23.000Z,United States,,
BuzzFeed,New York City,Media,180,2022-12-06T00:00:00.000Z,https://variety.com/2022/digital/news/buzzfeed-layoffs-12-percent-employees-1235451552/,696,Post-IPO,2022-12-06T18:40:43.000Z,United States,0.12,
Weedmaps,Los Angeles,Other,175,2022-12-06T00:00:00.000Z,https://www.businessinsider.com/weedmaps-cannabis-company-layoffs-cutting-workforce-2022-12,,Acquired,2022-12-07T06:29:37.000Z,United States,0.25,
Adobe,SF Bay Area,Marketing,100,2022-12-06T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-12-06/adobe-cuts-100-jobs-concentrated-in-sales-as-tech-tightens-belt,2,Post-IPO,2022-12-07T06:30:37.000Z,United States,,
Chipper Cash,SF Bay Area,Finance,50,2022-12-06T00:00:00.000Z,https://techcrunch.com/2022/12/06/african-fintech-unicorn-chipper-cash-lays-off-about-12-5-of-staff/,302,Series C,2022-12-07T02:37:02.000Z,United States,0.125,
Stash,New York City,Finance,32,2022-12-06T00:00:00.000Z,https://lp.stash.com/news/saying-goodbye-to-some-of-our-colleagues-and-looking-towards-the-future/,480,Unknown,2022-12-07T02:38:29.000Z,United States,0.08,
Perimeter 81,"Tel Aviv,Non-U.S.",Security,20,2022-12-06T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hjgmdpnws,165,Series C,2022-12-07T02:35:54.000Z,Israel,0.08,
Koinly,"London,Non-U.S.",Crypto,16,2022-12-06T00:00:00.000Z,https://blockworks.co/news/crypto-tax-startup-koinly-cuts-staffers-just-in-time-for-tax-season,,Unknown,2022-12-07T06:19:29.000Z,United Kingdom,0.14,
Bridgit,"Waterloo,Non-U.S.",Construction,13,2022-12-06T00:00:00.000Z,https://www.therecord.com/news/waterloo-region/2022/12/06/some-startups-scaling-back-as-investment-shrinks.html,36,Series B,2022-12-19T16:48:06.000Z,Canada,0.13,
Filevine,Salt Lake City,Legal,,2022-12-06T00:00:00.000Z,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,226,Series D,2022-12-18T04:06:37.000Z,United States,,
Moove,"Lagos,Non-U.S.",Transportation,,2022-12-06T00:00:00.000Z,https://techpoint.africa/2022/12/06/moove-layoffs,630,Unknown,2022-12-21T16:58:07.000Z,Nigeria,,
Nextiva,Phoenix,Other,,2022-12-06T00:00:00.000Z,https://www.channelfutures.com/business-models/nextiva-layoffs-impact-17-of-workforce-including-partner-development-leader-hilary-gadda,200,Private Equity,2022-12-07T06:32:57.000Z,United States,0.17,
OneStudyTeam,Boston,Healthcare,,2022-12-06T00:00:00.000Z,https://www.mobihealthnews.com/news/onestudyteam-lays-about-quarter-its-workforce,479,Series D,2022-12-07T06:37:12.000Z,United States,0.25,
Zuora,SF Bay Area,Finance,,2022-12-06T00:00:00.000Z,https://www.morningstar.com/news/marketwatch/20221206496/zuora-beats-on-earnings-but-misses-on-outlook-while-announcing-layoffs,647,Post-IPO,2022-12-07T06:26:48.000Z,United States,0.11,
Swyftx,"Brisbane,Non-U.S.",Crypto,90,2022-12-05T00:00:00.000Z,https://www.smh.com.au/business/companies/worst-case-scenario-local-crypto-exchange-swyftx-lays-off-40-percent-of-staff-20221205-p5c3mu.html,,Unknown,2022-12-05T13:26:15.000Z,Australia,0.4,
Aqua Security,Boston,Security,65,2022-12-05T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/s1uxohjvs,265,Series E,2022-12-06T18:42:03.000Z,United States,0.1,
DataRails,"Tel Aviv,Non-U.S.",Finance,30,2022-12-05T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/s1ka1tjvj,103,Series B,2022-12-06T00:41:03.000Z,Israel,0.18,
Elemy,SF Bay Area,Healthcare,,2022-12-05T00:00:00.000Z,https://bhbusiness.com/2022/12/05/elemy-lays-off-staff-as-it-winds-down-direct-care-for-platform-business/,323,Series B,2022-12-06T04:48:23.000Z,United States,,
Route,Lehi,Retail,,2022-12-05T00:00:00.000Z,https://www.sltrib.com/news/2022/12/06/2-more-utah-tech-companies-each/,481,Unknown,2022-12-07T06:34:19.000Z,United States,,
Thinkific,"Vancouver,Non-U.S.",Education,,2022-12-05T00:00:00.000Z,https://techcouver.com/2022/12/05/rebound-thinkific-labs-layoffs/,22,Post-IPO,2022-12-19T17:14:34.000Z,Canada,,
OYO,"Gurugram,Non-U.S.",Travel,600,2022-12-03T00:00:00.000Z,https://www.livemint.com/companies/news/oyo-to-layoff-600-execs-across-technology-teams-hire-250-for-sales-11670056711013.html,4000,Series F,2022-12-04T22:53:40.000Z,India,,
HealthifyMe,Bengaluru,Fitness,150,2022-12-03T00:00:00.000Z,https://inc42.com/buzz/fitness-healthtech-startup-healthifyme-lays-off-150-employees/,100,Series C,2022-12-04T23:00:50.000Z,India,,
Bybit,"Singapore,Non-U.S.",Crypto,,2022-12-03T00:00:00.000Z,https://cointelegraph.com/news/bybit-announces-second-round-of-layoffs-in-2022-to-survive-bear-market,,Unknown,2022-12-04T23:04:29.000Z,Singapore,0.3,
Cognyte,"Tel Aviv,Non-U.S.",Security,100,2022-12-02T00:00:00.000Z,https://www.globes.co.il/news/article.aspx?did=1001431603,,Unknown,2022-12-04T23:02:11.000Z,Israel,0.05,
ShareChat,"Bengaluru,Non-U.S.",Consumer,100,2022-12-02T00:00:00.000Z,https://www.india.com/business/sharechat-layoff-to-effect-over-100-employees-winds-down-fantasy-sport-app-jeet11-sahrechat-sacks-workforce-latest-news-5777356/,1700,Unknown,2022-12-03T05:18:35.000Z,India,,
Polly,Burlington,Finance,47,2022-12-02T00:00:00.000Z,https://vtdigger.org/2022/12/02/williston-based-insurance-tech-startup-polly-lays-off-47-employees/,184,Series C,2022-12-04T23:10:15.000Z,United States,0.15,
Homebound,SF Bay Area,Real Estate,,2022-12-02T00:00:00.000Z,Internal memo,128,Unknown,2022-12-03T05:20:31.000Z,United States,,https://docs.google.com/spreadsheets/d/1NzI8n_koEsySNJieJfRbcsvMZ9YzXPS-JKo3O0jWhRA/edit#gid=0
