Company,Location HQ,Industry,# Laid Off,%,Date,Source,Stage,Date Added,Country,$ Raised (mm),List of Employees Laid Off
Loft,"Sao Paulo,Non-U.S.",Real Estate,384,0.12,2022-07-05T00:00:00.000Z,https://startups.com.br/noticias/loft-faz-segunda-rodada-de-demissoes-e-corta-mais-380/,Unknown,2022-07-05T17:11:08.000Z,Brazil,788,
Bizzabo,New York City,Marketing,120,0.3,2022-07-05T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hysobwfi5,Series E,2022-07-06T04:30:18.000Z,United States,194,
eToro,"Tel Aviv,Non-U.S.",Finance,100,0.06,2022-07-05T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/ryoxm611sc,Unknown,2022-07-05T17:06:43.000Z,Israel,322,
Verbit,New York City,Data,80,0.1,2022-07-05T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/bj4k0azi5,Series E,2022-07-05T17:08:11.000Z,United States,569,
Outschool,SF Bay Area,Education,31,0.18,2022-07-05T00:00:00.000Z,https://techcrunch.com/2022/07/05/outschool-which-raised-a-series-b-c-and-d-in-12-months-lays-off-18-of-workforce/,Series D,2022-07-05T19:15:37.000Z,United States,240,
Bullish,"Hong Kong,Non-U.S.",Crypto,30,0.08,2022-07-05T00:00:00.000Z,https://www.theblock.co/post/155859/bullish-com-cuts-jobs-crypto-exchange,Unknown,2022-07-15T20:52:32.000Z,Hong Kong,300,
Transmit Security,Boston,Security,27,0.07,2022-07-05T00:00:00.000Z,https://www.themarker.com/technation/2022-07-05/ty-article/.premium/00000181-cd88-dd1b-a7d1-efffaa730000,Series A,2022-07-06T04:33:06.000Z,United States,583,
Thimble,New York City,Finance,20,0.33,2022-07-05T00:00:00.000Z,https://coverager.com/layoffs-at-thimble/,Series A,2022-07-06T04:35:01.000Z,United States,28,
Syte,"Tel Aviv,Non-U.S.",Retail,13,0.08,2022-07-05T00:00:00.000Z,https://www.themarker.com/technation/2022-07-04/ty-article/.premium/00000181-ca01-d0be-a5e9-ff132aa30000,Series C,2022-07-05T17:12:49.000Z,Israel,71,
Lightricks,"Jerusalem,Non-U.S.",Consumer,80,0.12,2022-07-04T00:00:00.000Z,https://en.globes.co.il/en/article-app-developer-lightricks-lays-off-70-in-israel-1001417020,Series D,2022-07-04T15:36:25.000Z,Israel,335,
Chessable,"London,Non-U.S.",Consumer,29,,2022-07-04T00:00:00.000Z,https://dotesports.com/chess/news/chessbase-lays-off-29-employees-citing-new-economic-reality,Acquired,2022-07-13T21:48:10.000Z,United Kingdom,0,
Sendle,"Sydney,Non-U.S.",Logistics,27,0.12,2022-07-04T00:00:00.000Z,https://www.afr.com/technology/australia-post-disruptor-sendle-airtasker-lead-in-tech-jobs-losses-20220701-p5aydb,Series C,2022-07-04T15:29:38.000Z,Australia,69,
Lendis,"Berlin,Non-U.S.",Other,18,0.15,2022-07-04T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/news/news-ticker-lendis-2022-07/,Series A,2022-07-07T15:36:54.000Z,Germany,90,
Airtasker,"Sydney,Non-U.S.",Consumer,,,2022-07-04T00:00:00.000Z,https://www.afr.com/technology/australia-post-disruptor-sendle-airtasker-lead-in-tech-jobs-losses-20220701-p5aydb,Series C,2022-07-04T15:32:04.000Z,Australia,26,
Gorillas,"Berlin,Non-U.S.",Food,540,,2022-07-03T00:00:00.000Z,https://www.retailfood.it/index.php/2022/07/03/gorillas-flop-lascia-litalia/,Series C,2022-07-06T04:23:35.000Z,Germany,1300,
Celsius,New York City,Crypto,150,0.25,2022-07-03T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/syvuxha99,Series B,2022-07-04T15:15:12.000Z,United States,864,
LetsGetChecked,New York City,Healthcare,,,2022-07-02T00:00:00.000Z,https://www.businesspost.ie/tech/tech-unicorn-letsgetchecked-lays-off-staff-including-dublin-workers/,Series D,2022-07-04T16:15:08.000Z,United States,263,
Perx Health,"Sydney,Non-U.S.",Healthcare,,,2022-07-02T00:00:00.000Z,https://www.smh.com.au/business/entrepreneurship/everybody-thought-they-were-the-exception-start-ups-optimism-hits-hard-reality-20220630-p5axzk.html,Seed,2022-07-04T15:24:15.000Z,Australia,2,
Zepto,"Brisbane,Non-U.S.",Finance,,0.1,2022-07-02T00:00:00.000Z,https://www.smh.com.au/business/entrepreneurship/everybody-thought-they-were-the-exception-start-ups-optimism-hits-hard-reality-20220630-p5axzk.html,Series A,2022-07-04T15:22:42.000Z,Australia,25,
WanderJaunt,SF Bay Area,Travel,85,1,2022-07-01T00:00:00.000Z,https://shorttermrentalz.com/news/wanderjaunt-ceases-operations/#.Yr7oNfKExPA.twitter,Series B,2022-07-02T18:10:24.000Z,United States,26,
Canoo,Los Angeles,Transportation,58,0.06,2022-07-01T00:00:00.000Z,https://www.businessinsider.com/canoo-layoffs-production-goals-electric-vehicle-startup-2022-6,Post-IPO,2022-07-01T22:22:58.000Z,United States,300,
Bamboo Health,Louisville,Healthcare,52,,2022-07-01T00:00:00.000Z,Internal memo,Unknown,2022-07-21T19:29:36.000Z,United States,,
Teleport,SF Bay Area,Infrastructure,15,0.06,2022-07-01T00:00:00.000Z,https://goteleport.com/blog/managing-downturn/,Series C,2022-07-02T18:09:16.000Z,United States,169,
Remesh,New York City,Support,,,2022-07-01T00:00:00.000Z,Internal memo,Series A,2022-07-06T04:25:32.000Z,United States,38,
Enjoy,SF Bay Area,Retail,400,0.18,2022-06-30T00:00:00.000Z,https://news.crunchbase.com/public/bankruptcy-enjoy-apple-ron-johnson/,Post-IPO,2022-06-30T21:43:20.000Z,United States,310,
Crejo.Fun,"Bengaluru,Non-U.S.",Education,170,1,2022-06-30T00:00:00.000Z,https://inc42.com/buzz/exclusive-matrix-backed-edtech-startup-crejo-fun-shuts-down/,Seed,2022-07-01T04:10:53.000Z,India,3,
Stash Financial,New York City,Finance,40,0.08,2022-06-30T00:00:00.000Z,https://www.forbes.com/sites/jeffkauflin/2022/07/28/in-fintech-2022-is-becoming-the-year-of-layoffs/?sh=70ae2b0d20f3,Unknown,2022-10-26T04:31:47.000Z,United States,480,
Nate,New York City,Retail,30,0.2,2022-06-30T00:00:00.000Z,https://www.theinformation.com/articles/coatue-backed-shopping-startup-that-exaggerated-tech-capabilities-to-potential-investors-lays-off-20-of-staff,Series A,2022-06-30T21:34:34.000Z,United States,47,
Snyk,Boston,Security,30,,2022-06-30T00:00:00.000Z,https://snyk.io/blog/announcing-organizational-updates-to-better-serve-our-customers/,Series F,2022-07-01T04:20:29.000Z,United States,849,
Stream,Boulder,Product,20,0.12,2022-06-30T00:00:00.000Z,https://twitter.com/gergelyorosz/status/1542559097878466561?s=21&t=j_BKvp6OmyhkImXKMIPJIA,Series B,2022-07-01T04:24:10.000Z,United States,58,
Finleap Connect,"Hamburg,Non-U.S.",Finance,14,0.1,2022-06-30T00:00:00.000Z,https://paymentandbanking.com/open-banking-anbieter-finleap-connect-vollzieht-wechsel-an-der-management-spitze/,Series A,2022-07-01T04:27:18.000Z,Germany,22,
Abra,SF Bay Area,Crypto,12,0.05,2022-06-30T00:00:00.000Z,https://www.theblock.co/post/155209/abra-becomes-latest-crypto-firm-to-cut-jobs,Series C,2022-07-01T04:15:24.000Z,United States,106,
Gavelytics,Los Angeles,Legal,,1,2022-06-30T00:00:00.000Z,https://www.lawnext.com/2022/06/litigation-analytics-company-gavelytics-is-shutting-down-tomorrow.html,Seed,2022-07-06T16:43:06.000Z,United States,5,
Secfi,SF Bay Area,Finance,,,2022-06-30T00:00:00.000Z,Internal memo,Series A,2022-08-04T03:54:01.000Z,United States,7,
Sundae,SF Bay Area,Real Estate,,0.15,2022-06-30T00:00:00.000Z,https://www.realtrends.com/articles/sundae-lays-off-15-of-employees/,Series C,2022-06-30T17:01:24.000Z,United States,135,
Toppr,"Mumbai,Non-U.S.",Education,350,,2022-06-29T00:00:00.000Z,https://inc42.com/buzz/after-whitehat-jr-byjus-owned-toppr-lays-off-350-employees/,Acquired,2022-06-30T02:46:03.000Z,India,112,
Unity,SF Bay Area,Other,200,0.04,2022-06-29T00:00:00.000Z,https://kotaku.com/sources-unity-laying-off-hundreds-of-staffers-1849125482,Post-IPO,2022-06-30T03:13:32.000Z,United States,1300,
Niantic,SF Bay Area,Consumer,85,0.08,2022-06-29T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-06-29/pokemon-go-creator-niantic-cancels-four-projects-cuts-jobs#xj4y7vzkg,Series D,2022-06-29T21:56:42.000Z,United States,770,
AvantStay,Los Angeles,Travel,80,,2022-06-29T00:00:00.000Z,https://skift.com/blog/avantstay-fires-a-significant-chunk-of-its-employee-roster/,Unknown,2022-06-30T19:20:10.000Z,United States,811,
Qumulo,Seattle,Data,80,0.19,2022-06-29T00:00:00.000Z,https://www.geekwire.com/2022/seattle-startup-qumulo-lays-off-80-employees-ceo-cites-economic-conditions-and-reaching-profitability/,Series E,2022-06-30T02:47:04.000Z,United States,347,
Clutch,"Toronto,Non-U.S.",Transportation,76,0.22,2022-06-29T00:00:00.000Z,https://betakit.com/clutch-cuts-staff-to-extend-runway-citing-market-conditions/,Series B,2022-06-30T02:52:24.000Z,Canada,153,
Parallel Wireless,Nashua,Infrastructure,60,,2022-06-29T00:00:00.000Z,https://www.calcalist.co.il/calcalistech/article/skbud0tc9,Unknown,2022-06-30T02:54:56.000Z,United States,8,
Oye Rickshaw,"New Delhi,Non-U.S.",Transportation,40,0.2,2022-06-29T00:00:00.000Z,https://inc42.com/buzz/exclusive-matrix-partners-backed-oye-rickshaw-lays-off-40-employees/,Unknown,2022-07-01T04:25:58.000Z,India,13,
Rows,"Berlin,Non-U.S.",Other,18,0.3,2022-06-29T00:00:00.000Z,https://eco.sapo.pt/2022/08/05/onda-de-despedimentos-nas-tech-chega-a-unicornio-talkdesk/,Series B,2022-08-05T19:42:13.000Z,Germany,25,
Baton,SF Bay Area,Transportation,16,0.25,2022-06-29T00:00:00.000Z,https://www.freightwaves.com/news/digital-drop-freight-platform-baton-lays-off-25-of-workforce,Series A,2022-06-30T02:51:21.000Z,United States,13,
Substack,SF Bay Area,Media,13,0.14,2022-06-29T00:00:00.000Z,https://www.nytimes.com/2022/06/29/business/media/substack-layoffs.html,Series B,2022-06-29T20:26:06.000Z,United States,82,
CommentSold,Huntsville,Retail,,,2022-06-29T00:00:00.000Z,Internal memo,Unknown,2022-07-06T04:27:21.000Z,United States,,
Degreed,SF Bay Area,Education,,0.15,2022-06-29T00:00:00.000Z,https://www.linkedin.com/posts/degreed_a-note-from-degreed-ceo-david-blake-transparency-activity-6947962317351395328-Xzw7/,Series D,2022-06-29T21:58:48.000Z,United States,411,
HomeLight,SF Bay Area,Real Estate,,0.19,2022-06-29T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6947954503673409536/,Series D,2022-06-30T03:15:54.000Z,United States,743,
Modsy,SF Bay Area,Retail,,,2022-06-29T00:00:00.000Z,https://techcrunch.com/2022/06/29/modsy-shuts-down-design-services-cutting-roles-and-disrupting-orders/,Series C,2022-07-01T04:21:49.000Z,United States,72,
Volt Bank,"Sydney,Non-U.S.",Finance,,1,2022-06-29T00:00:00.000Z,https://www.smh.com.au/business/banking-and-finance/neobank-volt-to-shut-down-return-deposits-to-customers-after-funding-struggles-20220629-p5axl1.html,Series E,2022-06-30T03:07:47.000Z,Australia,90,
Huobi,"Beijing,Non-U.S.",Crypto,300,0.3,2022-06-28T00:00:00.000Z,https://www.coindesk.com/business/2022/06/28/huobi-global-could-cut-over-30-workforce-as-china-crackdown-leads-to-fall-in-revenue/,Unknown,2022-06-29T03:50:20.000Z,China,2,
WhiteHat Jr,"Mumbai,Non-U.S.",Education,300,,2022-06-28T00:00:00.000Z,https://techcrunch.com/2022/06/28/byjus-unit-whitehat-jr-cuts-300-jobs/,Acquired,2022-06-29T03:42:53.000Z,India,11,
StockX,Detroit,Retail,120,0.08,2022-06-28T00:00:00.000Z,https://www.theinformation.com/briefings/stockx-cuts-8-of-its-staff,Series E,2022-06-29T03:47:36.000Z,United States,690,
Sidecar Health,Los Angeles,Healthcare,110,0.4,2022-06-28T00:00:00.000Z,Internal memo,Series C,2022-07-18T18:00:08.000Z,United States,163,
StockX,Detroit,Retail,80,,2022-06-28T00:00:00.000Z,https://www.complex.com/sneakers/stockx-layoffs-november-2022,Series E,2022-11-03T04:22:34.000Z,United States,690,
Vezeeta,"Dubai,Non-U.S.",Healthcare,50,0.1,2022-06-28T00:00:00.000Z,https://techcrunch.com/2022/06/28/egyptian-healthtech-startup-vezeeta-cuts-10-of-500-person-staff/?tpcc=tcplustwitter,Series D,2022-06-29T03:26:12.000Z,United Arab Emirates,71,
Bright Machines,SF Bay Area,Data,30,0.08,2022-06-28T00:00:00.000Z,https://www.calcalist.co.il/calcalistech/article/rkkjpsuc5,Unknown,2022-06-29T03:36:51.000Z,Israel,250,
HealthMatch,"Sydney,Non-U.S.",Healthcare,18,0.5,2022-06-28T00:00:00.000Z,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,Series B,2022-06-29T03:55:52.000Z,Australia,20,
Booktopia,"Sydney,Non-U.S.",Retail,,,2022-06-28T00:00:00.000Z,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,Series A,2022-06-29T03:59:21.000Z,Australia,23,
Nova Benefits,"Bengaluru,Non-U.S.",Healthcare,,0.3,2022-06-28T00:00:00.000Z,https://entrackr.com/2022/06/exclusive-nova-benefits-lays-off-30-of-its-workforce/,Series B,2022-06-30T03:00:03.000Z,India,41,
Una Brands,"Singapore,Non-U.S.",Retail,,0.1,2022-06-28T00:00:00.000Z,https://www.smh.com.au/business/entrepreneurship/i-m-heartbroken-wave-of-layoffs-begins-as-start-ups-fight-for-survival-20220628-p5ax6a.html,Series A,2022-06-29T03:58:22.000Z,Singapore,55,
AppLovin,SF Bay Area,Marketing,300,0.12,2022-06-27T00:00:00.000Z,https://www.bizjournals.com/sanjose/news/2022/06/29/applovin-lays-off-300-workers-report.html,Post-IPO,2022-06-28T04:27:51.000Z,United States,1600,
UiPath,New York City,Data,210,0.05,2022-06-27T00:00:00.000Z,https://www.cnbc.com/2022/06/27/uipath-to-cut-5percent-of-its-workforce-as-part-of-restructuring-plan.html,Post-IPO,2022-06-27T23:50:08.000Z,United States,2000,
Udaan,"Bengaluru,Non-U.S.",Retail,180,0.04,2022-06-27T00:00:00.000Z,https://inc42.com/buzz/exclusive-b2b-ecommerce-unicorn-udaan-lays-off-180-employees/,Unknown,2022-06-28T04:19:44.000Z,India,1500,
Cue,San Diego,Healthcare,170,,2022-06-27T00:00:00.000Z,https://www.genomeweb.com/business-news/cue-health-lay-170-people#.YrpDa-zML9t,Post-IPO,2022-06-27T23:55:59.000Z,United States,999,
Banxa,"Melbourne,Non-U.S.",Crypto,70,0.3,2022-06-27T00:00:00.000Z,https://decrypt.co/103891/australian-crypto-firm-banxa-cut-staff-30-citing-another-crypto-winter,Post-IPO,2022-06-28T04:16:56.000Z,Australia,13,
SafeGraph,SF Bay Area,Data,27,0.25,2022-06-27T00:00:00.000Z,https://www.safegraph.com/blog/setting-up-safegraph-for-a-prosperous-future,Series B,2022-06-28T04:28:48.000Z,United States,61,
Amount,Chicago,Finance,,0.18,2022-06-27T00:00:00.000Z,https://techcrunch.com/2022/06/27/fintech-amount-which-was-valued-at-1b-last-year-lays-off-18-of-staff/,Unknown,2022-06-27T23:46:13.000Z,United States,283,
Postscript,SF Bay Area,Marketing,43,,2022-06-26T00:00:00.000Z,https://twitter.com/ringmybeller/status/1541154423065427972,Series C,2022-06-25T16:34:05.000Z,United States,106,
Bitpanda,"Vienna,Non-U.S.",Crypto,270,0.27,2022-06-24T00:00:00.000Z,https://brutkasten.com/bitpanda-kuendigungen/,Series C,2022-06-24T16:27:26.000Z,Austria,546,
Sunday,Atlanta,Finance,90,0.23,2022-06-24T00:00:00.000Z,https://www.lesechos.fr/start-up/ecosysteme/la-fintech-sunday-coupe-dans-ses-effectifs-1415671,Series A,2022-06-28T04:23:32.000Z,United States,124,
Bestow,Dallas,Finance,41,0.14,2022-06-24T00:00:00.000Z,https://coverager.com/layoffs-at-bestow/,Series C,2022-06-27T23:53:17.000Z,United States,137,
Ethos Life,SF Bay Area,Finance,40,0.12,2022-06-24T00:00:00.000Z,https://www.coverager.com/ethos-lays-off-40-employees/,Series D,2022-06-26T02:39:42.000Z,United States,406,
Feather,New York City,Retail,,,2022-06-24T00:00:00.000Z,Internal memo,Unknown,2022-06-25T00:19:35.000Z,United States,76,
Give Legacy,Boston,Healthcare,,,2022-06-24T00:00:00.000Z,https://www.bizjournals.com/boston/news/2022/06/24/male-fertility-startup-legacy-layoffs.html,Series B,2022-07-20T03:35:38.000Z,United States,45,
Netflix,SF Bay Area,Media,300,0.03,2022-06-23T00:00:00.000Z,https://www.cnbc.com/2022/06/23/netflix-lays-off-300-more-employees-as-revenue-growth-continues-to-slow.html,Post-IPO,2022-06-23T19:35:36.000Z,United States,121900,
Aura,Boston,Security,70,0.09,2022-06-23T00:00:00.000Z,https://www.bankinfosecurity.com/aura-lays-off-70-staff-after-raising-350m-over-past-year-a-19448,Series F,2022-06-25T23:05:37.000Z,United States,500,
Pipl,Spokane,Security,22,0.13,2022-06-23T00:00:00.000Z,https://en.globes.co.il/en/article-fake-profile-finder-pipl-firing-22-hiring-50-1001416113,Unknown,2022-06-23T14:59:19.000Z,United States,19,
Vouch,SF Bay Area,Finance,15,0.07,2022-06-23T00:00:00.000Z,Internal memo,Series C,2022-06-23T23:48:04.000Z,United States,159,
Voyage SMS,Los Angeles,Marketing,8,0.13,2022-06-23T00:00:00.000Z,https://dot.la/voyage-fires-staffers-downturn-continues-2657548730.html,Unknown,2022-06-30T02:58:16.000Z,United States,10,
Esper,Seattle,Other,,0.12,2022-06-23T00:00:00.000Z,https://www.geekwire.com/2022/seattle-startup-esper-cuts-12-of-staff-citing-current-economic-climate-as-tech-layoffs-continue/,Series A,2022-06-23T18:45:10.000Z,United States,10,
Kune,"Nairobi,Non-U.S.",Food,,1,2022-06-23T00:00:00.000Z,https://www.linkedin.com/posts/robinreecht_sad-day-kune-food-closed-down-today-since-activity-6945419207807221760-p9K6/,Seed,2022-06-23T15:01:11.000Z,Kenya,1,
Mark43,New York City,Other,,,2022-06-23T00:00:00.000Z,https://www.linkedin.com/news/story/police-tech-startup-cuts-staff-5904746/,Series E,2022-06-23T17:21:35.000Z,United States,229,
Orchard,New York City,Real Estate,,0.1,2022-06-23T00:00:00.000Z,https://www.linkedin.com/posts/orchardhomes_it-is-with-a-lot-of-sadness-that-we-share-activity-6945830698826027008-_3y5/,Series D,2022-06-23T22:28:14.000Z,United States,472,
Ro,New York City,Healthcare,,0.18,2022-06-23T00:00:00.000Z,https://techcrunch.com/2022/06/23/ro-cuts-18-of-staff-despite-narrowing-focus-raising-additional-capital/,Unknown,2022-06-23T21:53:13.000Z,United States,1000,
StreamElements,"Tel Aviv,Non-U.S.",Media,,0.2,2022-06-23T00:00:00.000Z,https://esportsinsider.com/2022/06/streamelements-restructures-20-percent-workforce/,Series B,2022-06-24T18:01:32.000Z,Israel,111,
MasterClass,SF Bay Area,Education,120,0.2,2022-06-22T00:00:00.000Z,https://techcrunch.com/2022/06/22/masterclass-cuts-20-of-600-person-staff-to-get-to-self-sustainability-faster/,Series E,2022-06-23T03:57:08.000Z,United States,461,
IronNet,Washington D.C.,Security,90,0.35000000000000003,2022-06-22T00:00:00.000Z,https://www.crn.com/news/security/ironnet-lays-off-35-percent-of-staff-raises-going-concern-red-flag,Post-IPO,2022-09-17T14:34:04.000Z,United States,410,
Bungalow,SF Bay Area,Real Estate,70,,2022-06-22T00:00:00.000Z,Internal memo,Series C,2022-06-23T04:10:48.000Z,United States,171,
IronNet,Washington D.C.,Security,55,0.17,2022-06-22T00:00:00.000Z,https://ir.ironnet.com/financials/all-sec-filings##document-520-0001193125-22-180852-1,Post-IPO,2022-06-25T00:16:32.000Z,United States,410,
Sprinklr,New York City,Support,50,,2022-06-22T00:00:00.000Z,https://www.businessinsider.com/sprinklr-layoff-marketing-department-martech-2022-7,Post-IPO,2022-06-26T02:41:14.000Z,United States,429,
Superpedestrian,Boston,Transportation,35,0.07,2022-06-22T00:00:00.000Z,https://techcrunch.com/2022/06/22/superpedestrian-voi-among-the-latest-micromobility-layoffs/,Series C,2022-06-23T04:01:42.000Z,United States,261,
Voi,"Stockholm,Non-U.S.",Transportation,35,0.1,2022-06-22T00:00:00.000Z,https://www.voiscooters.com/blog/increased-focus-on-profitability/,Series D,2022-06-23T03:58:30.000Z,United States,515,
Balto,St. Louis,Sales,30,,2022-06-22T00:00:00.000Z,https://www.bizjournals.com/stlouis/inno/stories/news/2022/06/22/software-startup-balto-lays-off-about-30-employees.html,Series B,2022-06-23T04:13:07.000Z,United States,51,
Ritual,"Toronto,Non-U.S.",Food,23,0.16,2022-06-22T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6945414597742903297/,Series C,2022-06-23T04:03:46.000Z,Canada,134,
Mindgeek,"Luxembourg,Non-U.S.",Media,,,2022-06-22T00:00:00.000Z,https://variety.com/2022/digital/news/pornhub-layoffs-nonconsensual-sex-videos-1235300666/,Unknown,2022-06-26T23:51:31.000Z,Luxembourg,,
Voly,"Sydney,Non-U.S.",Food,,0.5,2022-06-22T00:00:00.000Z,https://www.smh.com.au/business/entrepreneurship/grocery-delivery-startup-voly-slashes-operations-as-tech-sector-slumps-20220620-p5av60.html,Seed,2022-06-23T04:15:27.000Z,Australia,13,
Ebanx,"Curitiba,Non-U.S.",Finance,340,0.2,2022-06-21T00:00:00.000Z,https://www.reuters.com/technology/brazils-ebanx-lays-off-20-employees-cuts-sweep-tech-sector-2022-06-21/,Series B,2022-06-22T03:39:31.000Z,Brazil,460,
TaskUs,Los Angeles,Support,52,0,2022-06-21T00:00:00.000Z,Internal memo,Post-IPO,2022-06-22T03:58:25.000Z,United States,279,
Community,Los Angeles,Marketing,40,0.3,2022-06-21T00:00:00.000Z,https://www.businessinsider.com/creator-celeb-text-messaging-platform-community-has-layoffs-2022-6,Unknown,2022-06-22T03:44:30.000Z,United States,40,
Sourcegraph,SF Bay Area,Product,24,0.08,2022-06-21T00:00:00.000Z,https://newsletter.pragmaticengineer.com/p/the-scoop-15,Series D,2022-06-23T20:59:56.000Z,United States,248,
Frubana,"Bogota,Non-U.S.",Food,,0.03,2022-06-21T00:00:00.000Z,https://www.bloomberglinea.com/english/ebanx-frubana-layoff-staff-as-latam-startups-feel-market-backdrop/,Series C,2022-06-22T04:07:20.000Z,Colombia,202,
SuperLearn,"Bengaluru,Non-U.S.",Education,,1,2022-06-21T00:00:00.000Z,https://inc42.com/buzz/another-edtech-startup-bites-the-dust-bengaluru-based-superlearn-shuts-shop/,Seed,2022-06-22T03:36:06.000Z,India,0,
Tray.io,SF Bay Area,Data,,0.1,2022-06-21T00:00:00.000Z,Internal memo,Series C,2022-06-22T03:46:41.000Z,United States,109,
Bybit,"Singapore,Non-U.S.",Crypto,600,0.3,2022-06-20T00:00:00.000Z,https://techcrunch.com/2022/06/20/bybit-crypto-exchange-joins-the-the-list-of-companies-cutting-staff/,Unknown,2022-06-22T03:41:17.000Z,Singapore,,
SummerBio,SF Bay Area,Healthcare,101,1,2022-06-20T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/inno/stories/news/2022/06/20/covid-testing-startup-summerbio-is-cutting-jobs.html,Unknown,2022-06-22T03:34:01.000Z,United States,7,
Trax,"Singapore,Non-U.S.",Retail,100,0.12,2022-06-20T00:00:00.000Z,https://en.globes.co.il/en/article-retail-analytics-co-trax-laying-off-over-100-1001415644,Series E,2022-06-21T03:18:53.000Z,Singapore,1000,
Aqgromalin,"Chennai,Non-U.S.",Food,80,0.3,2022-06-20T00:00:00.000Z,https://inc42.com/buzz/exclusive-sequoia-backed-aqgromalin-lays-off-30-workforce/,Unknown,2022-06-21T03:31:03.000Z,India,12,
Bonsai,"Toronto,Non-U.S.",Retail,30,0.55,2022-06-20T00:00:00.000Z,https://betakit.com/torontos-bonsai-lays-off-staff-for-second-time-in-two-months/,Series A,2022-06-21T03:21:24.000Z,Canada,27,
Brighte,"Sydney,Non-U.S.",Energy,30,0.15,2022-06-20T00:00:00.000Z,https://www.startupdaily.net/topic/fintech/renewables-fintech-brighte-powers-down-shedding-15-of-its-team/,Series C,2022-06-21T03:34:28.000Z,Australia,145,
Buzzer,New York City,Media,,0.2,2022-06-20T00:00:00.000Z,https://www.sportico.com/business/tech/2022/buzzer-layoffs-20-million-funding-1234679187/,Unknown,2022-06-22T03:43:08.000Z,United States,32,
Bybit,"Singapore,Non-U.S.",Crypto,,,2022-06-20T00:00:00.000Z,https://twitter.com/WuBlockchain/status/1538807715861962752,Unknown,2022-12-04T23:06:09.000Z,Singapore,,
CityMall,"Gurugram,Non-U.S.",Retail,191,0.3,2022-06-19T00:00:00.000Z,https://techcrunch.com/2022/06/19/indias-citymall-cuts-191-jobs-following-75-million-fundraise-in-late-march/,Series C,2022-06-19T18:38:54.000Z,India,112,
BitOasis,"Dubai,Non-U.S.",Crypto,9,0.05,2022-06-19T00:00:00.000Z,https://www.reuters.com/markets/rates-bonds/middle-east-focused-crypto-firm-bitoasis-cuts-jobs-amid-sector-turmoil-2022-06-19/,Series B,2022-06-21T03:32:42.000Z,United Arab Emirates,30,
Unacademy,"Bengaluru,Non-U.S.",Education,150,0.03,2022-06-18T00:00:00.000Z,https://www.moneycontrol.com/news/business/startup/softbank-backed-unacademy-lays-off-another-150-employees-8703281.html,Series H,2022-06-19T17:09:34.000Z,India,838,
Bytedance,"Shanghai,Non-U.S.",Consumer,150,,2022-06-17T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-06-17/bytedance-disbands-shanghai-games-studio-in-expansion-setback#xj4y7vzkg,Unknown,2022-06-17T16:28:13.000Z,China,9400,
Socure,Reno,Finance,69,0.13,2022-06-17T00:00:00.000Z,https://www.forbes.com/sites/jeffkauflin/2022/06/17/high-flying-unicorn-socure-lays-off-13-of-staff-as-troubles-in-fintech-spread/?sh=527a320b606c,Series E,2022-06-18T20:20:17.000Z,United States,646,
Finite State,Columbus,Security,16,0.2,2022-06-17T00:00:00.000Z,https://www.bizjournals.com/columbus/inno/stories/news/2022/06/17/startup-finite-state-layoffs.html,Series B,2022-06-18T16:20:59.000Z,United States,49,
JOKR,New York City,Food,50,0.05,2022-06-16T00:00:00.000Z,https://techcrunch.com/2022/06/16/jokr-grocery-delivery-leaving-us-latin-america/,Series B,2022-06-19T18:40:46.000Z,United States,430,
Zumper,SF Bay Area,Real Estate,45,0.15,2022-06-16T00:00:00.000Z,https://therealdeal.com/2022/06/16/zumper-slashes-15-of-staff/,Series D,2022-06-16T15:31:29.000Z,United States,178,
PharmEasy,"Mumbai,Non-U.S.",Healthcare,40,,2022-06-16T00:00:00.000Z,https://inc42.com/buzz/ipo-bound-pharmeasy-lays-off-40-employees-from-docon/,Unknown,2022-06-17T03:06:34.000Z,India,1600,
Circulo Health,Columbus,Healthcare,,0.5,2022-06-16T00:00:00.000Z,https://www.axios.com/pro/health-tech-deals/2022/06/16/circulo-health-layoffs,Series A,2022-06-17T21:41:35.000Z,United States,50,
Swappie,"Helsinki,Non-U.S.",Retail,250,0.17,2022-06-15T00:00:00.000Z,https://swappie.com/fi/blogi/viesti-swappien-toimitusjohtajalta/,Series C,2022-06-15T23:03:52.000Z,Finland,169,
